'INCIDENT REGION','RESPONSE TYPE','INCIDENT START DATE','INCIDENT START TIME','SUBJECT NUMBER','SUBJECT GENDER','SUBJECT AGE','SUBJECT STATE','SUBJECT COUNTRY',ACTIVITY,SITUATION,'LOCATION FOUND LATITUDE','LOCATION FOUND LONGITUDE','LOCATION FOUND ELEVATION','FOUND IN SEARCH AREA',TECHNIQUE,'NUMBER OF RANGERS INVOLVED','OTHER AGENCY INVOLVEMENT','LAST KNOWN POINT LAND CLASS','LAST KNOWN POINT STATE LAND NAME','LAST KNOWN POINT COUNTY','LAST KNOWN POINT MUNICIPALITY','INCIDENT ADIRONDACK PARK','INCIDENT CATSKILL PARK','INCIDENT CLOSED DATE','INCIDENT CLOSED TIME'
5,Search,09/28/2014,'10:15 AM',1,M,51,NY,US,Hiking,Lost,44.16853,-74.00313,2200,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,09/28/2014,'4:00 AM'
4,Search,08/09/2014,'1:40 AM',1,M,33,NY,US,Despondent,Missing,42.37925,-73.62789,316,TRUE,'Carry out by foot',5,TRUE,'Private Land',N/A,COLUMBIA,CHATHAM,FALSE,FALSE,08/29/2014,'11:20 AM'
5,Search,02/08/2016,'2:52 AM',1,M,16,NY,US,Runaway,Fugitive,44.28432,-73.91196,2293,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,02/08/2016,'7:26 AM'
5,Search,05/10/2016,'11:15 AM',1,M,59,CT,US,Despondent,Overdue,44.03317,-74.03322,1730,TRUE,'Assist/own power',13,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,05/11/2016,'10:00 AM'
6,Rescue,05/31/2016,'3:39 AM',1,F,30,NY,US,Camping,Illness,43.90783,-73.00239,533,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Five Ponds Wilderness',HERKIMER,WEBB,TRUE,FALSE,05/31/2016,'4:30 AM'
5,Rescue,12/08/2015,'12:35 PM',1,M,58,NY,US,Hiking,Injured,44.15037,-73.76094,1435,TRUE,'Assist/own power; Technical Rope',4,FALSE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,12/08/2015,'5:30 AM'
5,Search,10/27/2015,'7:00 AM',1,F,26,NY,US,Hiking,Lost,44.18986,-73.82428,1902,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','High Peaks Wildnerness Area',ESSEX,KEENE,TRUE,FALSE,10/27/2015,'8:30 AM'
3,Search,07/24/2014,'3:30 AM',1,M,35,NY,US,Hiking,Missing,41.72835,-74.2373,1710,TRUE,'Vehicle/boat evacuation',1,TRUE,'OPRHP State Land','Minnewaska State Park',ULSTER,ROCHESTER,FALSE,FALSE,07/24/2014,'6:00 AM'
5,Rescue,04/12/2016,'2:59 AM',1,F,62,VT,US,Hiking,Injured,44.42283,-74.30506,1728,TRUE,'Carry out by foot',5,TRUE,'Forest Preserve','St Regis Canoe Area',FRANKLIN,BRIGHTON,TRUE,FALSE,04/12/2016,'5:28 AM'
3,Search,04/26/2014,'8:32 AM',1,M,48,NY,US,Hiking,Lost,41.45387,-73.97689,349,TRUE,'Assist/own power',2,TRUE,'OPRHP State Land','Hudson Highland State Park',DUTCHESS,FISHKILL,FALSE,FALSE,04/26/2014,'11:00 AM'
5,Search,04/18/2016,'7:10 AM',2,M,19,NY,US,Hiking,Lost,43.8724,-74.42792,2222,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Blue Mountain Wild Forest and F&W Easement',HAMILTON,'INDIAN LAKE',TRUE,FALSE,04/18/2016,'8:15 AM'
5,Rescue,04/14/2014,'7:23 AM',1,M,20,NJ,US,Hiking,Illness,43.54472,-73.98009,1855,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Wilcox Lake WF',WARREN,JOHNSBURG,TRUE,FALSE,04/14/2014,'11:30 AM'
5,Search,11/10/2015,'4:59 AM',2,F,54,QC,CA,Hiking,Lost,44.3158,-73.6906,3247,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Jay Mountain Wilderness',ESSEX,JAY,TRUE,FALSE,11/10/2015,'9:21 AM'
5,Rescue,07/20/2013,'11:30 AM',1,M,56,NY,US,Boating,Stranded,43.82226,-74.19541,1430,FALSE,'Assist/own power',6,FALSE,'Forest Preserve','Upper Hudson',HAMILTON,'INDIAN LAKE',TRUE,FALSE,07/20/2013,'2:05 AM'
6,Rescue,09/09/2015,'3:10 AM',1,F,27,NY,US,Hiking,Injured,43.74386,-74.90535,2100,TRUE,'Assist/own power; Carry out by foot',6,TRUE,'Forest Preserve','Fulton Chain Wild Forest',HERKIMER,WEBB,TRUE,FALSE,09/09/2015,'6:00 AM'
5,Search,10/19/2014,'2:28 AM',2,F,46,NY,US,Walking,Lost,43.4197,-73.74373,1680,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,'LAKE GEORGE',TRUE,FALSE,10/19/2014,'5:34 AM'
5,Search,06/27/2015,'9:30 AM',3,F,18,NY,US,'Off road vehicle/ATV',Lost,43.08241,-73.25948,870,TRUE,'Assist/own power',1,TRUE,'Private Land','Private Land',WASHINGTON,'WHITE CREEK',FALSE,FALSE,06/28/2015,'1:00 AM'
5,Rescue,07/08/2014,'12:00 PM',1,M,45,NY,US,Hiking,Illness,44.10703,-73.93549,4326,FALSE,'Aircraft evacuation',4,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,07/08/2014,'3:30 AM'
3,Recovery,10/14/2013,'11:37 AM',1,M,20,NY,US,Hunting,Overdue,41.50609,-74.17116,400,TRUE,'Carry out by foot',2,TRUE,'State Forests','Stewart SF',ORANGE,'NEW WINDSOR',FALSE,FALSE,10/14/2013,'3:00 AM'
5,Search,05/28/2015,'4:08 AM',2,F,21,NY,US,Hiking,Lost,44.18867,-73.81639,1520,FALSE,'Assist/own power',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,05/28/2015,'7:10 AM'
5,Rescue,08/01/2015,'4:46 AM',1,F,31,DC,US,Hiking,Injured,44.15079,-73.63992,1305,FALSE,'Carry out by foot',4,TRUE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,08/01/2015,'7:00 AM'
5,Search,02/17/2015,'7:10 AM',2,M,29,DC,US,Hiking,Overdue,44.10571,-73.5745,2000,TRUE,'Assist/own power',5,FALSE,'Forest Preserve','E. High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,02/17/2015,'10:14 AM'
4,Search,03/23/2016,'1:15 AM',1,M,51,NY,US,'Off road vehicle/ATV',Overdue,42.6676,-74.52707,976,TRUE,'Carry out by foot',2,TRUE,'Private Land',None,SCHOHARIE,RICHMONDVILLE,FALSE,FALSE,03/23/2016,'4:30 AM'
5,Search,03/04/2016,'6:15 AM',1,M,14,NY,US,Stranded,Lost,43.00882,-73.39622,683,TRUE,'Assist/own power',4,TRUE,'Private Land',n/a,WASHINGTON,CAMBRIDGE,FALSE,FALSE,03/04/2016,'8:30 AM'
5,Rescue,06/30/2013,'4:20 AM',2,M,13,NY,US,Fishing,Stranded,43.27218,-73.71901,303,FALSE,'Assist/own power; Carry out by foot; Swiftwater',8,TRUE,'Other Municipal Land',N/A,SARATOGA,MOREAU,FALSE,FALSE,06/30/2013,'6:30 AM'
5,Rescue,09/22/2015,'6:20 AM',1,F,45,NY,US,Hiking,Lost,44.22286,-73.86894,2689,TRUE,'Technical Rope',2,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,09/22/2015,'9:50 AM'
5,Search,10/11/2015,'11:44 AM',2,M,29,NY,US,Hiking,Lost,43.61856,-73.56545,1200,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,10/11/2015,'3:02 AM'
5,Rescue,08/19/2015,'3:15 AM',1,M,23,NY,US,Climbing:Rock/Ice,Injured,44.13708,-74.03717,3116,TRUE,'High Angle',12,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,08/20/2015,'2:00 AM'
5,'Fugitive Search',06/08/2015,'8:00 AM',2,M,34,NY,US,Criminal,Fugitive,44.56697,-74.14256,500,TRUE,'Carry out by foot',84,TRUE,'State Forests','Chazy Highlands Wild Forest',CLINTON,DANNEMORA,TRUE,FALSE,06/30/2015,'3:30 AM'
5,Rescue,08/17/2014,'9:12 AM',1,M,23,PA,US,Boating,Injured,44.28445,-73.98051,1800,FALSE,'Vehicle/boat evacuation',1,TRUE,'Other Municipal Land',N/A,ESSEX,'NORTH ELBA',TRUE,FALSE,08/17/2014,'11:00 AM'
5,Search,07/05/2013,'7:41 AM',2,F,24,TX,US,Camping,Lost,43.3725,-74.43341,1300,TRUE,'Assist/own power',7,TRUE,'Forest Preserve','Silver Lake Wilderness Area',HAMILTON,WELLS,TRUE,FALSE,07/06/2013,'1:45 AM'
5,Rescue,08/13/2015,'12:21 PM',1,F,28,NY,US,Hiking,Stranded,44.10153,-73.99089,2400,FALSE,'Technical Rope',5,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,NEWCOMB,TRUE,FALSE,08/13/2015,'8:30 AM'
5,Search,02/19/2016,'5:50 AM',1,F,50,NY,US,Hiking,Overdue,44.28527,-74.07257,1500,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Saranac Lake Wild Forest',ESSEX,'NORTH ELBA',TRUE,FALSE,02/19/2016,'9:00 AM'
3,Search,06/17/2015,'5:00 AM',5,M,?,NY,US,Camping,Lost,42.04389,-74.39555,3030,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Slide Mtn Wilderness',ULSTER,SHANDAKEN,FALSE,TRUE,06/17/2015,'12:00 PM'
5,Search,06/05/2014,'4:08 AM',1,M,26,NY,US,Hiking,Lost,44.37805,-73.91569,4088,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','McKenzie Mt Wilderness',ESSEX,WILMINGTON,TRUE,FALSE,06/05/2014,'7:00 AM'
4,Rescue,08/06/2015,'2:19 AM',1,F,24,PA,US,Camping,Stranded,42.19355,-74.06369,1906,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,08/06/2015,'8:00 AM'
5,Search,03/29/2016,'8:34 AM',4,F,20,NY,US,Hiking,Stranded,44.1448,-73.73386,2254,TRUE,'Assist/own power',4,FALSE,'Forest Preserve','Giant Mt Wilderness Area',ESSEX,KEENE,TRUE,FALSE,03/29/2016,'4:30 AM'
5,Search,06/09/2014,'1:54 AM',1,M,11,VT,US,Hiking,Lost,44.18318,-73.96922,1800,FALSE,'Assist/own power',1,TRUE,'Private Land','Private Land',ESSEX,'NORTH ELBA',TRUE,FALSE,06/09/2014,'10:00 AM'
1,Search,04/07/2014,'6:15 AM',1,F,82,NY,US,Walking,Missing,40.89804,-72.65999,45,TRUE,'Carry out by foot',4,TRUE,'Other DEC Land','David Sarnoff Preserve',SUFFOLK,SOUTHAMPTON,FALSE,FALSE,04/08/2014,'4:15 AM'
5,Search,06/17/2014,'9:11 AM',1,M,20,NY,US,Hiking,Lost,44.18241,-73.96555,2180,TRUE,'Assist/own power',6,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,06/18/2014,'7:35 AM'
5,Rescue,09/10/2013,'1:45 AM',1,F,19,VT,US,Hiking,Injured,44.15263,-73.64663,1916,FALSE,'Carry out by foot',1,FALSE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,ELIZABETHTOWN,TRUE,FALSE,09/10/2013,'5:30 AM'
5,Rescue,08/24/2015,'3:52 AM',1,M,61,NY,US,Hiking,Injured,43.42493,-73.73293,1060,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Laske George Wild forest',WARREN,'LAKE GEORGE',TRUE,FALSE,08/24/2015,'5:52 AM'
4,Search,11/24/2014,'6:35 AM',2,M,37,NJ,US,Hiking,Overdue,42.19178,-74.3247,1840,FALSE,'Assist/own power',3,TRUE,'Forest Preserve','Indian Head Wilderness Area and Hunter-Westkill Wilderness Area',GREENE,LEXINGTON,FALSE,TRUE,11/25/2014,'1:30 AM'
5,Search,05/05/2015,'9:30 AM',1,M,50,NY,US,Hiking,Overdue,44.10016,-73.54084,2953,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,05/06/2015,'3:00 AM'
5,Search,10/13/2015,'7:40 AM',1,M,52,QC,CA,Hiking,Overdue,44.38732,-73.82506,1027,FALSE,'Assist/own power',3,FALSE,'Forest Preserve','Wilmington Wild Forest',ESSEX,WILMINGTON,TRUE,FALSE,10/13/2015,'10:00 AM'
3,Search,02/18/2014,'7:20 AM',2,M,29,NY,US,Hiking,Overdue,42.02662,-74.40368,2162,FALSE,?,1,FALSE,'Forest Preserve','Slide Mountain Wilderness Area',ULSTER,SHANDAKEN,FALSE,TRUE,02/18/2014,'7:50 AM'
6,Search,08/27/2014,'9:00 AM',1,M,22,NY,US,Hiking,Stranded,43.794,-74.78684,1998,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HAMILTON,INLET,TRUE,FALSE,08/28/2014,'1:00 AM'
5,Search,04/20/2015,'3:02 AM',1,F,56,NY,US,Walking,Missing,43.19754,-73.86525,690,TRUE,'Assist/own power',5,TRUE,'Private Land',Private,SARATOGA,CORINTH,TRUE,FALSE,04/20/2015,'4:30 AM'
5,Rescue,01/03/2015,'5:15 AM',4,F,22,PA,US,Hiking,Overdue,43.40707,-73.72516,500,TRUE,'Assist/own power; Vehicle/boat evacuation',2,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,'LAKE GEORGE',TRUE,FALSE,01/03/2015,'7:22 AM'
5,Search,09/02/2014,'10:24 AM',1,F,11,NY,US,Walking,Lost,43.64017,-73.9199,1000,TRUE,'Assist/own power',1,TRUE,'Private Land',Private,WARREN,JOHNSBURG,TRUE,FALSE,09/02/2014,'10:30 AM'
5,Rescue,10/27/2014,'6:45 AM',3,M,50,NY,US,Hunting,Stranded,43.87205,-74.65513,1762,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HAMILTON,'LONG LAKE',TRUE,FALSE,10/27/2014,'9:00 AM'
5,Rescue,06/05/2015,'6:21 AM',1,M,29,NY,US,Hiking,Injured,44.18307,-73.96264,2033,FALSE,'Assist/own power',3,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,06/05/2015,'9:15 AM'
5,Search,11/19/2013,'3:50 AM',1,F,39,NY,US,Walking,Overdue,42.99857,-73.90509,415,TRUE,'Assist/own power',1,TRUE,'Private Land',Private,SARATOGA,BALLSTON,TRUE,FALSE,11/19/2013,'5:30 AM'
5,Rescue,08/26/2013,'5:20 AM',1,F,49,QC,CA,Hiking,Injured,44.1586,-73.95097,2361,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,08/26/2013,'6:00 AM'
5,Search,10/12/2015,'6:03 AM',1,F,34,IL,US,Hiking,Lost,44.27635,-73.73053,2905,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,ELIZABETHTOWN,TRUE,FALSE,10/12/2015,'11:00 AM'
5,Rescue,03/17/2015,'1:22 AM',1,M,57,NY,US,Skiing,Injured,44.19002,-73.93078,2100,TRUE,'Vehicle/boat evacuation',5,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,03/17/2015,'3:45 AM'
5,Search,06/02/2015,'3:00 AM',1,F,36,NY,US,Hiking,Lost,44.25703,-74.10611,1668,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','McKenzie Mountain Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,06/02/2015,'4:30 AM'
9,Rescue,06/25/2015,'12:06 PM',1,F,36,NY,US,Walking,Injured,42.42808,-78.89815,885,FALSE,Swiftwater,4,TRUE,'Other DEC Land','Zoar Unique Area',CATTARAUGUS,PERSIA,FALSE,FALSE,06/25/2015,'2:30 AM'
7,Rescue,12/19/2013,'4:30 AM',1,M,57,NY,US,Skiing,Overdue,42.88529,-75.7164,1540,TRUE,'Carry out by foot',2,TRUE,'State Forests','Stony Pond State Forest',MADISON,NELSON,FALSE,FALSE,12/19/2013,'6:30 AM'
5,Search,08/02/2015,'9:25 AM',1,M,53,NY,US,Hiking,Lost,44.1539,-73.74215,2450,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,08/03/2015,'8:00 AM'
3,Search,10/04/2014,'11:20 AM',1,M,21,NY,US,Despondent,Missing,41.15792,-73.74378,420,TRUE,'Carry out by foot',2,TRUE,'Other Municipal Land','Glazier Preserve ( town park )',WESTCHESTER,'NEW CASTLE',FALSE,FALSE,10/04/2014,'6:00 AM'
7,Search,10/09/2015,'6:44 AM',1,F,49,NY,US,Despondent,Missing,43.00069,-75.79718,1217,TRUE,?,3,TRUE,'Private Land',N/A,MADISON,FENNER,FALSE,FALSE,10/15/2015,'3:43 AM'
6,Search,07/05/2014,'2:00 AM',3,F,27,NY,US,'Off road vehicle/ATV',Stranded,43.61621,-75.6658,1860,FALSE,'Assist/own power; Vehicle/boat evacuation',3,TRUE,'Private Land',N/A,LEWIS,OSCEOLA,FALSE,FALSE,07/05/2014,'7:19 AM'
4,Search,03/15/2016,'3:11 AM',1,F,23,NY,US,Hiking,Lost,42.19156,-74.07441,1858,TRUE,'Assist/own power',1,FALSE,'Private Land','Kaaterskill Wild Fores',GREENE,HUNTER,FALSE,TRUE,03/15/2016,'5:30 AM'
4,Search,03/31/2014,'12:15 PM',2,F,18,PA,US,Hiking,Lost,42.21488,-74.03533,2700,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Windham Blackhead Range Wilderness',GREENE,HUNTER,FALSE,TRUE,03/31/2014,'3:45 AM'
9,Search,05/18/2014,'8:30 AM',1,M,25,NY,US,Despondent,Missing,42.32398,-79.19163,1960,FALSE,?,7,TRUE,'Private Land','Boutwell Hill State Forest',CHAUTAUQUA,CHARLOTTE,FALSE,FALSE,12/17/2015,'8:30 AM'
9,Rescue,04/20/2013,'5:20 AM',1,F,16,NY,US,Hiking,Injured,42.42319,-78.89316,1003,TRUE,'Aircraft evacuation',4,TRUE,'Other DEC Land','Zoar Valley MUA',CATTARAUGUS,OTTO,FALSE,FALSE,04/20/2013,'7:40 AM'
5,Rescue,07/19/2012,'5:00 AM',53,F,?,NY,US,Boating,Stranded,44.25393,-74.24718,1539,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Saranac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,07/19/2012,'11:00 AM'
5,Search,12/03/2012,'4:37 AM',1,M,54,NY,US,Hunting,Lost,43.89422,-74.57521,1750,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Sargent Pond Wild Forest',HAMILTON,'LONG LAKE',TRUE,FALSE,12/03/2012,'7:45 AM'
5,Rescue,02/17/2013,'9:56 AM',1,M,45,NY,US,Snowmobile,Injured,43.35505,-74.59669,1816,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Ferris Lake Wildforest',HAMILTON,ARIETTA,TRUE,FALSE,02/18/2013,'12:47 PM'
5,Search,05/01/2012,'7:20 AM',2,M,48,MA,US,Boating,Overdue,43.5701,-74.11285,1442,TRUE,?,2,FALSE,'Forest Preserve','Simese Pond Wilderness',WARREN,JOHNSBURG,TRUE,FALSE,05/01/2012,'8:43 AM'
5,Rescue,07/19/2012,'5:00 AM',34,M,?,NY,US,Boating,Stranded,44.25393,-74.24718,1539,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Saranac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,07/19/2012,'11:00 AM'
5,Rescue,07/19/2012,'5:00 AM',8,F,?,NY,US,Boating,Stranded,44.25393,-74.24718,1539,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Saranac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,07/19/2012,'11:00 AM'
5,Rescue,09/03/2012,'2:00 AM',1,M,39,NY,US,Hiking,Illness,44.12572,-73.9779,5300,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Adirondack High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,09/03/2012,'8:00 AM'
5,Search,02/25/2012,'6:24 AM',1,?,?,NY,US,'Off road vehicle/ATV',Missing,43.55525,-73.44635,80,FALSE,Airboat,6,TRUE,'Private Land',Private,WASHINGTON,WHITEHALL,TRUE,FALSE,02/25/2012,'11:59 AM'
5,Search,05/14/2012,'3:25 AM',1,M,18,NY,US,Camping,Missing,43.12358,-73.58475,80,FALSE,'Carry out by foot',10,TRUE,'Private Land',N/A,WASHINGTON,GREENWICH,FALSE,FALSE,05/19/2012,'2:30 AM'
3,Search,09/15/2012,'4:15 AM',1,F,41,NY,US,Runaway,Illness,41.64286,-74.28042,400,FALSE,?,3,TRUE,'Private Land',None,ULSTER,SHAWANGUNK,FALSE,FALSE,09/16/2012,'2:00 AM'
9,Search,06/22/2013,'2:30 AM',1,M,43,NY,US,Walking,Missing,42.3893,-78.24395,1480,FALSE,'Vehicle/boat evacuation',6,TRUE,'Private Land','Onondaga Escarpment Unique Arera',ERIE,NEWSTEAD,FALSE,FALSE,06/23/2013,'6:05 AM'
8,Rescue,03/11/2013,'4:14 AM',6,F,19,NY,US,Hiking,Stranded,42.63175,-77.36135,1021,TRUE,'Assist/own power; High Angle; Technical Rope; Vehicle/boat evacuation',1,TRUE,'Wildlife Management Area','High Tor WMA',YATES,ITALY,FALSE,FALSE,03/11/2013,'7:00 AM'
6,Rescue,04/21/2012,'12:05 PM',1,M,40,NY,US,Chainsaw,Injured,43.3098,-74.569,1863,TRUE,'Vehicle/boat evacuation',2,TRUE,'Private Land',None,HAMILTON,MOREHOUSE,TRUE,FALSE,01/03/2013,'1:36 AM'
5,Rescue,07/19/2012,'5:00 AM',24,F,?,NY,US,Boating,Stranded,44.25393,-74.24718,1539,FALSE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Saranac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,07/19/2012,'11:00 AM'
5,Search,06/29/2012,'2:30 AM',1,M,54,NY,US,Hiking,Overdue,43.60744,-74.56701,2300,TRUE,?,5,FALSE,'Forest Preserve','West Canada Lake Wilderness',HAMILTON,ARIETTA,TRUE,FALSE,06/29/2012,'12:50 PM'
5,Search,10/26/2012,'3:10 AM',2,M,73,NY,US,Hiking,Lost,44.31769,-74.07536,1500,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','McKenzie Mt Wilderness Area',ESSEX,'NORTH ELBA',TRUE,FALSE,10/26/2012,'6:30 AM'
3,Search,02/14/2012,'1:55 AM',1,F,50,NY,US,Hiking,Lost,41.98606,-74.32945,1300,TRUE,'Assist/own power',4,TRUE,'Forest Preserve','Slide Mountain Wilderness',ULSTER,OLIVE,FALSE,TRUE,02/14/2012,'5:00 AM'
4,Search,01/07/2013,'6:34 AM',1,F,52,NY,US,Hiking,Overdue,42.18426,-74.27198,2096,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Rusk Mountain Wild Forest',GREENE,LEXINGTON,FALSE,TRUE,01/07/2013,'9:00 AM'
5,Rescue,09/29/2012,'12:02 PM',2,M,37,NY,US,Boating,Overdue,43.82421,-74.18824,1400,TRUE,'Assist/own power; Swiftwater',9,TRUE,'Forest Preserve','Hudson River Gorge Primitive Area',HAMILTON,'INDIAN LAKE',TRUE,FALSE,09/29/2012,'6:00 AM'
5,Search,08/17/2012,'9:56 AM',1,M,65,NY,US,Hiking,Overdue,43.69151,-74.54021,2355,TRUE,'Assist/own power',3,FALSE,'Forest Preserve','Moose River Plains',HAMILTON,'INDIAN LAKE',TRUE,FALSE,08/17/2012,'2:00 AM'
5,Search,07/26/2012,'11:23 AM',2,M,19,FL,US,Hiking,Lost,44.40065,-73.44536,650,TRUE,'Assist/own power',2,TRUE,'Private Land','Private land',ESSEX,WILLSBORO,TRUE,FALSE,07/26/2012,'1:15 AM'
5,Search,06/17/2013,'9:01 AM',1,M,46,QC,CA,Hiking,Lost,44.1441,-73.75626,1665,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Dix  Wilderness',ESSEX,KEENE,TRUE,FALSE,06/18/2013,'2:00 AM'
5,Rescue,06/01/2012,'6:29 AM',1,F,30,NY,US,Hiking,Injured,44.1587,-73.95037,2370,FALSE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Eastern High Peaks WA',ESSEX,'NORTH ELBA',TRUE,FALSE,06/01/2012,'8:30 AM'
3,Search,12/23/2012,'5:15 AM',2,M,26,NY,US,Boating,Missing,41.79035,-73.94669,0,FALSE,'Carry out by foot',3,TRUE,'Private Land',unknown,DUTCHESS,'HYDE PARK',FALSE,FALSE,12/28/2012,'12:45 PM'
5,Search,09/03/2012,'6:23 AM',2,F,23,NJ,US,Hiking,Lost,43.5807,-73.59442,1720,TRUE,'Assist/own power; Vehicle/boat evacuation',3,FALSE,'Forest Preserve','Lake George Wildforest',WARREN,BOLTON,TRUE,FALSE,09/04/2012,'1:00 AM'
5,Rescue,07/11/2012,'1:00 AM',1,F,53,NY,US,Hiking,Injured,44.31582,-73.70636,2224,FALSE,'Carry out by foot',3,TRUE,'Forest Preserve','Jay Mountain Wilderness',ESSEX,JAY,TRUE,FALSE,07/11/2012,'2:45 AM'
5,Rescue,06/08/2012,'1:05 AM',1,M,38,NY,US,Camping,Stranded,44.23435,-74.38472,1549,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Saranac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,06/16/2012,'10:25 AM'
7,Search,03/05/2012,'1:32 AM',1,F,81,NY,US,Walking,Missing,42.50154,-76.50075,842,TRUE,'Carry out by foot',15,TRUE,'Private Land',N/A,TOMPKINS,LANSING,FALSE,FALSE,03/07/2012,'3:44 AM'
5,Search,08/23/2012,'8:59 AM',1,M,74,NY,US,Walking,Lost,43.59934,-73.56225,340,FALSE,'Assist/own power; Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,DRESDEN,TRUE,FALSE,08/24/2012,'1:30 AM'
4,Search,10/10/2012,'6:06 AM',1,M,28,MA,US,Hiking,Missing,42.08266,-73.51681,1227,TRUE,'Assist/own power',10,TRUE,'OPRHP State Land','Taconic State Park & Mount Washington State Park',COLUMBIA,COPAKE,FALSE,FALSE,10/12/2012,'5:50 AM'
5,Search,06/17/2013,'2:52 AM',1,F,21,NY,US,Hiking,Lost,43.85366,-73.6537,1400,TRUE,'Assist/own power; Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Pharaoh Lake Wilderness',ESSEX,SCHROON,TRUE,FALSE,06/17/2013,'9:00 AM'
6,Search,07/08/2012,'9:33 AM',2,F,40,NY,US,Boating,Lost,44.44127,-74.57413,1580,TRUE,'Vehicle/boat evacuation',5,TRUE,'Other Municipal Land','Town of Webb',HERKIMER,WEBB,TRUE,FALSE,07/09/2012,'2:45 AM'
